State_Code,State,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased
UP,Uttar Pradesh,Gautam Buddha Nagar,5748,919,4786,43,0,104,13,91,0
UP,Uttar Pradesh,Ghaziabad,5573,1034,4475,64,0,100,66,34,0
UP,Uttar Pradesh,Ghazipur,1436,541,883,12,0,81,53,28,1
UP,Uttar Pradesh,Gonda,978,512,452,14,0,53,2,51,0
UP,Uttar Pradesh,Gorakhpur,2898,1298,1535,65,0,135,38,97,4
UP,Uttar Pradesh,Hamirpur,346,89,248,9,0,7,3,4,0
UP,Uttar Pradesh,Hapur,1379,218,1141,20,0,29,22,7,0
UP,Uttar Pradesh,Hardoi,1340,537,790,13,0,53,46,7,0
UP,Uttar Pradesh,Hathras,319,69,244,6,0,11,11,0,0
UP,Uttar Pradesh,Jalaun,717,440,267,10,0,32,18,14,0
UP,Uttar Pradesh,Jaunpur,2509,1255,1222,32,0,102,57,45,16
UP,Uttar Pradesh,Jhansi,2617,617,1924,76,0,34,63,-29,2
UP,Uttar Pradesh,Kannauj,1003,361,635,7,0,32,6,26,0
UP,Uttar Pradesh,Kanpur Dehat,384,233,147,4,0,22,20,2,0
UP,Uttar Pradesh,Kanpur Nagar,7343,4451,2648,244,0,421,275,146,10
UP,Uttar Pradesh,Kasganj,482,140,341,1,0,14,2,12,0
UP,Uttar Pradesh,Kaushambi,418,87,327,4,0,14,2,12,0
UP,Uttar Pradesh,Kushinagar,1017,548,462,7,0,59,39,20,0
UP,Uttar Pradesh,Lakhimpur Kheri,657,332,318,7,0,13,25,-12,0
UP,Uttar Pradesh,Lalitpur,480,425,47,8,0,37,27,10,1
UP,Uttar Pradesh,Lucknow,10805,4806,5874,125,0,664,293,371,1
UP,Uttar Pradesh,Maharajganj,1010,442,559,9,0,88,67,21,0
UP,Uttar Pradesh,Mahoba,309,80,226,3,0,0,2,-2,0
UP,Uttar Pradesh,Mainpuri,806,129,660,17,0,6,8,-2,0
UP,Uttar Pradesh,Mathura,1098,360,704,34,0,89,63,26,0
UP,Uttar Pradesh,Mau,630,257,367,6,0,29,22,7,0
UP,Uttar Pradesh,Meerut,2490,514,1862,114,0,50,31,19,1
UP,Uttar Pradesh,Mirzapur,911,496,400,15,0,64,49,15,1
UP,Uttar Pradesh,Moradabad,2271,818,1391,62,0,40,66,-26,0
UP,Uttar Pradesh,Muzaffarnagar,943,274,649,20,0,10,4,6,0
UP,Uttar Pradesh,Pilibhit,964,487,470,7,0,53,9,44,1
UP,Uttar Pradesh,Pratapgarh,646,406,227,13,0,62,58,4,0
UP,Uttar Pradesh,Prayagraj,3441,1837,1536,68,0,197,77,120,3
UP,Uttar Pradesh,Rae Bareli,735,311,410,14,0,33,2,31,2
UP,Uttar Pradesh,Rampur,1439,718,702,19,0,41,21,20,0
UP,Uttar Pradesh,Saharanpur,1320,517,785,18,0,43,11,32,1
UP,Uttar Pradesh,Sambhal,1091,178,893,20,0,31,2,29,0
UP,Uttar Pradesh,Sant Kabir Nagar,1232,439,782,11,0,59,31,28,0
UP,Uttar Pradesh,Shahjahanpur,1416,822,584,10,0,130,125,5,0
UP,Uttar Pradesh,Shamli,518,135,376,7,0,9,13,-4,0
UP,Uttar Pradesh,Shrawasti,221,88,130,3,0,6,2,4,0
UP,Uttar Pradesh,Siddharthnagar,1011,394,605,12,0,58,35,23,0
UP,Uttar Pradesh,Sitapur,676,475,200,1,0,19,15,4,0
UP,Uttar Pradesh,Sonbhadra,770,371,399,0,0,41,33,8,0
UP,Uttar Pradesh,Sultanpur,954,415,518,21,0,58,37,21,1
UP,Uttar Pradesh,Unnao,1023,487,520,16,0,29,19,10,2
UP,Uttar Pradesh,Varanasi,3831,1867,1872,92,0,281,165,116,5
UT,Uttarakhand,Almora,322,36,283,2,1,5,9,-4,0
UT,Uttarakhand,Bageshwar,155,56,98,1,0,21,21,0,0
UT,Uttarakhand,Chamoli,110,25,85,0,0,9,7,2,0
UT,Uttarakhand,Champawat,136,52,82,2,0,0,4,-4,0
UT,Uttarakhand,Dehradun,1938,443,1411,58,26,68,28,40,4
UT,Uttarakhand,Haridwar,1739,804,925,2,8,109,56,53,0
UT,Uttarakhand,Nainital,1372,563,787,21,1,33,1,32,0
UT,Uttarakhand,Pauri Garhwal,239,43,191,4,1,2,4,-2,0
UT,Uttarakhand,Pithoragarh,184,99,85,0,0,2,2,0,0
UT,Uttarakhand,Rudraprayag,87,16,70,1,0,0,2,-2,0
UT,Uttarakhand,Tehri Garhwal,560,48,510,2,0,30,28,2,0
UT,Uttarakhand,Udham Singh Nagar,1448,714,725,8,1,56,22,34,0
UT,Uttarakhand,Uttarkashi,333,157,175,1,0,34,25,9,0
WB,West Bengal,Alipurduar,546,219,323,4,0,16,5,11,0
WB,West Bengal,Bankura,906,243,663,0,0,31,19,12,0
WB,West Bengal,Birbhum,799,284,509,6,0,59,47,12,0
WB,West Bengal,Cooch Behar,1137,397,740,0,0,80,17,63,0
WB,West Bengal,Dakshin Dinajpur,1649,529,1109,11,0,131,84,47,0
WB,West Bengal,Darjeeling,2750,798,1918,34,0,102,65,37,3
WB,West Bengal,Hooghly,4064,1009,2989,66,0,125,44,81,0
WB,West Bengal,Howrah,9120,2051,6837,232,0,195,21,174,2
WB,West Bengal,Jalpaiguri,1641,429,1199,13,0,58,49,9,0
WB,West Bengal,Jhargram,55,24,31,0,0,17,17,0,0
WB,West Bengal,Kalimpong,111,29,81,1,0,0,3,-3,0
WB,West Bengal,Kolkata,25882,6886,18109,887,0,680,105,575,27
WB,West Bengal,Malda,2802,586,2200,16,0,52,40,12,0
WB,West Bengal,Murshidabad,1097,346,737,14,0,46,14,32,1
WB,West Bengal,Nadia,1379,457,909,13,0,85,60,25,1
WB,West Bengal,North 24 Parganas,18741,5522,12789,430,0,601,85,516,14
WB,West Bengal,Other State,66,0,63,3,0,0,0,0,0
WB,West Bengal,Paschim Bardhaman,1426,688,726,12,0,120,87,33,1
WB,West Bengal,Paschim Medinipur,1353,257,1079,17,0,30,37,-7,0
WB,West Bengal,Purba Bardhaman,1274,513,755,6,0,52,33,19,0
WB,West Bengal,Purba Medinipur,2124,755,1353,16,0,187,151,36,1
WB,West Bengal,Purulia,301,88,213,0,0,6,13,-7,0
WB,West Bengal,South 24 Parganas,6254,1541,4605,108,0,261,134,127,4
WB,West Bengal,Uttar Dinajpur,1277,178,1086,13,0,20,31,-11,2
AN,Andaman and Nicobar Islands,Unknown,1071,733,322,16,0,0,0,0,0
AP,Andhra Pradesh,Unknown,0,0,0,0,0,0,0,0,0
AR,Arunachal Pradesh,Unknown,0,0,0,0,0,0,0,0,0
AS,Assam,Unknown,7325,1981,5341,0,3,0,0,0,0
BR,Bihar,Unknown,0,0,0,0,0,0,0,0,0
CH,Chandigarh,Unknown,0,0,0,0,0,0,0,0,0
CT,Chhattisgarh,Unknown,0,0,0,0,0,0,0,0,0
DN,Dadra and Nagar Haveli and Daman and Diu,Unknown,0,0,0,0,0,0,0,0,0
DL,Delhi,Unknown,140743,9561,127124,4058,0,0,0,0,0
GA,Goa,Unknown,3941,0,3941,0,0,0,0,0,0
GJ,Gujarat,Unknown,0,0,0,0,0,0,0,0,0
HR,Haryana,Unknown,0,0,0,0,0,0,0,0,0
HP,Himachal Pradesh,Unknown,0,-3,0,0,3,0,0,0,0
JK,Jammu and Kashmir,Unknown,0,0,0,0,0,0,0,0,0
JH,Jharkhand,Unknown,0,0,0,0,0,0,0,0,0
KA,Karnataka,Unknown,0,0,0,0,0,0,0,0,0
KL,Kerala,Unknown,0,0,0,0,0,0,0,0,0
LA,Ladakh,Unknown,0,0,0,0,0,0,0,0,0
LD,Lakshadweep,Unknown,0,0,0,0,0,0,0,0,0
MP,Madhya Pradesh,Unknown,0,0,0,0,0,0,0,0,0
MH,Maharashtra,Unknown,0,0,0,0,0,0,0,0,0
MN,Manipur,Unknown,28,-1484,1512,0,0,0,0,0,0
ML,Meghalaya,Unknown,0,0,0,0,0,0,0,0,0
MZ,Mizoram,Unknown,0,0,0,0,0,0,0,0,0
NL,Nagaland,Unknown,0,0,0,0,0,0,0,0,0
OR,Odisha,Unknown,0,0,0,0,0,0,0,0,0
PY,Puducherry,Unknown,0,0,0,0,0,0,0,0,0
PB,Punjab,Unknown,0,0,0,0,0,0,0,0,0
RJ,Rajasthan,Unknown,0,0,0,0,0,0,0,0,0
SK,Sikkim,Unknown,29,-21,50,0,0,0,0,0,0
TN,Tamil Nadu,Unknown,0,0,0,0,0,0,0,0,0
TG,Telangana,Unknown,457,-51654,51552,559,0,0,0,0,0
TR,Tripura,Unknown,0,0,0,0,0,0,0,0,0
UP,Uttar Pradesh,Unknown,0,0,0,0,0,0,0,0,0
UT,Uttarakhand,Unknown,0,0,0,0,0,0,0,0,0
WB,West Bengal,Unknown,0,0,0,0,0,0,0,0,0
